timestamp,equipment_id,equipment_name,label,vibration,temperature,current,pressure
2024-01-01 00:02:40,RM1,Rolling Mill #1,normal,2.894,76.01,38.698,4.678
2024-01-01 00:02:45,RM1,Rolling Mill #1,normal,2.829,69.183,41.926,4.172
2024-01-01 00:02:50,RM1,Rolling Mill #1,normal,2.314,69.615,43.647,4.441
2024-01-01 00:02:55,RM1,Rolling Mill #1,normal,2.394,74.048,40.619,4.32
2024-01-01 00:03:00,RM1,Rolling Mill #1,normal,2.352,68.236,42.179,4.704
2024-01-01 00:03:05,RM1,Rolling Mill #1,normal,1.624,72.162,39.695,4.676
2024-01-01 00:03:10,RM1,Rolling Mill #1,normal,2.491,76.234,41.235,4.704
2024-01-01 00:03:15,RM1,Rolling Mill #1,normal,1.898,66.514,40.047,4.868
2024-01-01 00:03:20,RM1,Rolling Mill #1,normal,1.698,66.769,42.488,4.934
2024-01-01 00:03:25,RM1,Rolling Mill #1,normal,1.84,75.914,45.033,4.626
2024-01-01 00:03:30,RM1,Rolling Mill #1,normal,1.875,68.79,39.287,4.852
2024-01-01 00:03:35,RM1,Rolling Mill #1,normal,2.406,75.35,42.72,4.697
2024-01-01 00:03:40,RM1,Rolling Mill #1,normal,2.13,67.1,43.183,4.868
2024-01-01 00:03:45,RM1,Rolling Mill #1,normal,2.48,74.922,38.63,4.974
2024-01-01 00:03:50,RM1,Rolling Mill #1,normal,2.127,67.027,39.648,4.4
2024-01-01 00:03:55,RM1,Rolling Mill #1,normal,1.713,73.891,40.81,4.564
2024-01-01 00:04:00,RM1,Rolling Mill #1,normal,1.575,74.57,40.343,4.868
2024-01-01 00:04:05,RM1,Rolling Mill #1,normal,2.675,71.783,40.616,4.786
2024-01-01 00:04:10,RM1,Rolling Mill #1,normal,1.567,67.829,46.847,5.081
2024-01-01 00:04:15,RM1,Rolling Mill #1,normal,1.483,76.563,43.821,4.766
2024-01-01 00:04:20,RM1,Rolling Mill #1,normal,3.058,75.363,39.629,4.445
2024-01-01 00:04:25,RM1,Rolling Mill #1,normal,2.41,65.58,37.047,4.507
2024-01-01 00:04:30,RM1,Rolling Mill #1,normal,1.715,78.457,37.953,4.869
2024-01-01 00:04:35,RM1,Rolling Mill #1,normal,1.724,74.676,40.575,5.068
2024-01-01 00:04:40,RM1,Rolling Mill #1,normal,2.068,67.146,43.814,4.986
2024-01-01 00:04:45,RM1,Rolling Mill #1,normal,1.949,77.709,44.261,4.728
2024-01-01 00:04:50,RM1,Rolling Mill #1,normal,2.694,76.474,39.288,4.876
2024-01-01 00:04:55,RM1,Rolling Mill #1,normal,1.71,74.13,38.541,4.747
2024-01-01 00:05:00,RM1,Rolling Mill #1,normal,2.31,73.021,38.266,4.18
2024-01-01 00:05:05,RM1,Rolling Mill #1,normal,2.12,70.824,39.898,4.309
2024-01-01 00:05:10,RM1,Rolling Mill #1,normal,1.878,74.86,42.276,4.749
2024-01-01 00:05:15,RM1,Rolling Mill #1,normal,2.391,72.311,41.979,4.699
2024-01-01 00:05:20,RM1,Rolling Mill #1,normal,2.16,69.676,41.026,4.913
2024-01-01 00:05:25,RM1,Rolling Mill #1,normal,2.28,72.848,45.107,4.436
2024-01-01 00:05:30,RM1,Rolling Mill #1,normal,2.598,67.194,41.43,5.071
2024-01-01 00:05:35,RM1,Rolling Mill #1,normal,2.883,77.211,39.333,4.387
2024-01-01 00:05:40,RM1,Rolling Mill #1,normal,1.961,72.581,40.907,5.156
2024-01-01 00:05:45,RM1,Rolling Mill #1,normal,1.842,70.713,44.114,5.041
2024-01-01 00:05:50,RM1,Rolling Mill #1,normal,1.908,67.379,39.36,4.927
2024-01-01 00:05:55,RM1,Rolling Mill #1,normal,2.258,66.011,38.874,4.197
2024-01-01 00:06:00,RM1,Rolling Mill #1,normal,2.886,76.969,41.925,4.274
2024-01-01 00:06:05,RM1,Rolling Mill #1,normal,2.253,67.369,43.116,5.047
2024-01-01 00:06:10,RM1,Rolling Mill #1,normal,2.403,68.455,41.575,4.693
2024-01-01 00:06:15,RM1,Rolling Mill #1,normal,1.741,71.527,44.013,4.762
2024-01-01 00:06:20,RM1,Rolling Mill #1,normal,2.46,73.466,45.678,4.895
2024-01-01 00:06:25,RM1,Rolling Mill #1,normal,2.773,72.137,43.856,4.554
2024-01-01 00:06:30,RM1,Rolling Mill #1,normal,2.623,66.207,37.414,4.623
2024-01-01 00:06:35,RM1,Rolling Mill #1,normal,2.226,67.398,44.471,4.73
2024-01-01 00:06:40,RM1,Rolling Mill #1,normal,2.652,76.135,45.151,4.881
2024-01-01 00:06:45,RM1,Rolling Mill #1,normal,2.843,64.155,40.03,5.046
2024-01-01 00:06:50,RM1,Rolling Mill #1,normal,2.555,71.221,39.484,4.795
2024-01-01 00:06:55,RM1,Rolling Mill #1,normal,1.713,67.215,43.054,4.385
2024-01-01 00:07:00,RM1,Rolling Mill #1,normal,2.671,77.561,38.535,5.029
2024-01-01 00:07:05,RM1,Rolling Mill #1,normal,2.701,68.518,39.272,4.177
2024-01-01 00:07:10,RM1,Rolling Mill #1,normal,1.651,76.65,40.203,4.403
2024-01-01 00:07:15,RM1,Rolling Mill #1,normal,2.882,75.269,44.661,4.81
2024-01-01 00:07:20,RM1,Rolling Mill #1,normal,1.953,64.279,39.216,4.654
2024-01-01 00:07:25,RM1,Rolling Mill #1,normal,1.873,67.177,43.006,4.887
2024-01-01 00:07:30,RM1,Rolling Mill #1,normal,2.264,71.797,44.267,4.921
2024-01-01 00:07:35,RM1,Rolling Mill #1,normal,1.489,79.143,43.665,4.891
2024-01-01 00:07:40,RM1,Rolling Mill #1,normal,2.963,76.55,38.269,4.533
2024-01-01 00:07:45,RM1,Rolling Mill #1,normal,2.825,71.783,43.106,4.912
2024-01-01 00:07:50,RM1,Rolling Mill #1,normal,2.569,68.283,40.033,4.276
2024-01-01 00:07:55,RM1,Rolling Mill #1,normal,2.841,73.564,42.868,4.672
2024-01-01 00:08:00,RM1,Rolling Mill #1,normal,2.869,65.576,43.757,4.619
2024-01-01 00:08:05,RM1,Rolling Mill #1,normal,2.661,70.829,39.135,4.601
2024-01-01 00:08:10,RM1,Rolling Mill #1,normal,2.718,65.841,44.899,5.093
2024-01-01 00:08:15,RM1,Rolling Mill #1,normal,2.228,68.994,43.709,4.833
2024-01-01 00:08:20,RM1,Rolling Mill #1,normal,1.727,67.412,41.315,4.181
2024-01-01 00:08:25,RM1,Rolling Mill #1,normal,2.948,75.81,44.816,4.467
2024-01-01 00:08:30,RM1,Rolling Mill #1,normal,2.316,69.36,43.4,4.604
2024-01-01 00:08:35,RM1,Rolling Mill #1,normal,2.669,76.178,40.965,4.784
2024-01-01 00:08:40,RM1,Rolling Mill #1,normal,1.666,70.624,44.552,4.334
2024-01-01 00:08:45,RM1,Rolling Mill #1,normal,2.586,68.483,41.164,4.245
2024-01-01 00:08:50,RM1,Rolling Mill #1,normal,3.019,75.182,40.276,5.053
2024-01-01 00:08:55,RM1,Rolling Mill #1,normal,2.566,68.09,37.814,4.804
2024-01-01 00:09:00,RM1,Rolling Mill #1,normal,1.827,75.164,42.494,4.607
2024-01-01 00:09:05,RM1,Rolling Mill #1,normal,1.608,72.755,44.149,4.533
2024-01-01 00:09:10,RM1,Rolling Mill #1,normal,2.605,71.625,39.488,4.534
2024-01-01 00:09:15,RM1,Rolling Mill #1,normal,1.863,66.64,43.736,4.642
2024-01-01 00:09:20,RM1,Rolling Mill #1,normal,2.828,71.264,40.257,4.733
2024-01-01 00:09:25,RM1,Rolling Mill #1,normal,2.66,70.224,38.303,4.92
2024-01-01 00:09:30,RM1,Rolling Mill #1,normal,1.788,66.61,45.68,4.593
2024-01-01 00:09:35,RM1,Rolling Mill #1,normal,1.902,71.746,39.644,4.282
2024-01-01 00:09:40,RM1,Rolling Mill #1,normal,2.163,66.204,44.858,4.897
2024-01-01 00:09:45,RM1,Rolling Mill #1,normal,1.761,72.683,46.382,4.681
2024-01-01 00:09:50,RM1,Rolling Mill #1,normal,1.818,71.927,42.606,4.995
2024-01-01 00:09:55,RM1,Rolling Mill #1,normal,1.736,73.609,41.644,4.862
2024-01-01 00:10:00,RM1,Rolling Mill #1,normal,2.806,70.696,40.795,5.007
2024-01-01 00:10:05,RM1,Rolling Mill #1,normal,1.748,68.012,42.132,4.949
2024-01-01 00:10:10,RM1,Rolling Mill #1,normal,2.508,76.88,42.226,5.011
2024-01-01 00:10:15,RM1,Rolling Mill #1,normal,2.481,78.597,39.337,4.897
2024-01-01 00:10:20,RM1,Rolling Mill #1,normal,1.662,64.755,44.485,4.672
2024-01-01 00:10:25,RM1,Rolling Mill #1,normal,1.837,65.983,38.445,4.4
2024-01-01 00:10:30,RM1,Rolling Mill #1,normal,2.844,72.587,45.618,5.12
2024-01-01 00:10:35,RM1,Rolling Mill #1,normal,2.45,65.789,42.872,4.826
2024-01-01 00:10:40,RM1,Rolling Mill #1,normal,2.271,73.137,39.238,4.729
2024-01-01 00:10:45,RM1,Rolling Mill #1,normal,2.787,70.844,44.796,4.496
2024-01-01 00:10:50,RM1,Rolling Mill #1,normal,2.876,74.141,43.192,4.339
2024-01-01 00:10:55,RM1,Rolling Mill #1,normal,2.095,75.252,39.692,4.66
2024-01-01 00:11:00,RM1,Rolling Mill #1,normal,2.385,68.841,39.843,4.28
2024-01-01 00:11:05,RM1,Rolling Mill #1,normal,2.736,70.079,41.487,4.266
2024-01-01 00:11:10,RM1,Rolling Mill #1,normal,1.715,72.661,43.247,4.879
2024-01-01 00:11:15,RM1,Rolling Mill #1,normal,1.586,64.288,39.462,4.859
2024-01-01 00:11:20,RM1,Rolling Mill #1,normal,1.656,67.084,42.661,4.241
2024-01-01 00:11:25,RM1,Rolling Mill #1,normal,1.939,75.235,45.694,4.936
2024-01-01 00:11:30,RM1,Rolling Mill #1,normal,2.083,65.526,43.574,4.303
2024-01-01 00:11:35,RM1,Rolling Mill #1,normal,2.338,70.668,42.515,4.863
2024-01-01 00:11:40,RM1,Rolling Mill #1,normal,2.332,65.685,40.845,4.795
2024-01-01 00:11:45,RM1,Rolling Mill #1,normal,2.741,72.171,41.641,4.84
2024-01-01 00:11:50,RM1,Rolling Mill #1,normal,1.823,64.895,43.446,4.735
2024-01-01 00:11:55,RM1,Rolling Mill #1,normal,2.385,78.59,42.483,4.685
2024-01-01 00:12:00,RM1,Rolling Mill #1,normal,1.607,67.348,39.633,4.761
2024-01-01 00:12:05,RM1,Rolling Mill #1,normal,2.483,70.105,39.43,5.029
2024-01-01 00:12:10,RM1,Rolling Mill #1,normal,1.942,70.099,39.975,4.521
2024-01-01 00:12:15,RM1,Rolling Mill #1,normal,2.29,70.728,45.099,4.602
2024-01-01 00:12:20,RM1,Rolling Mill #1,normal,2.808,67.672,42.315,4.81
2024-01-01 00:12:25,RM1,Rolling Mill #1,normal,2.913,72.396,40.604,4.323
2024-01-01 00:12:30,RM1,Rolling Mill #1,normal,2.974,69.189,40.9,4.324
2024-01-01 00:12:35,RM1,Rolling Mill #1,normal,3.006,75.508,42.056,4.874
2024-01-01 00:12:40,RM1,Rolling Mill #1,normal,2.59,65.558,40.939,4.571
2024-01-01 00:12:45,RM1,Rolling Mill #1,normal,2.554,69.218,38.872,5.097
2024-01-01 00:12:50,RM1,Rolling Mill #1,normal,2.015,74.197,37.163,5.035
2024-01-01 00:12:55,RM1,Rolling Mill #1,normal,2.731,72.614,43.444,5.116
2024-01-01 00:13:00,RM1,Rolling Mill #1,normal,2.87,74.105,40.433,4.955
2024-01-01 00:13:05,RM1,Rolling Mill #1,normal,2.532,66.512,43.628,4.579
2024-01-01 00:13:10,RM1,Rolling Mill #1,normal,2.522,67.789,44.006,4.429
2024-01-01 00:13:15,RM1,Rolling Mill #1,normal,1.517,65.566,39.512,4.265
2024-01-01 00:13:20,RM1,Rolling Mill #1,normal,2.161,70.932,40.187,4.287
2024-01-01 00:13:25,RM1,Rolling Mill #1,normal,1.723,67.441,42.324,4.732
2024-01-01 00:13:30,RM1,Rolling Mill #1,normal,2.88,71.687,43.292,4.254
2024-01-01 00:13:35,RM1,Rolling Mill #1,normal,2.96,67.426,43.986,4.581
2024-01-01 00:13:40,RM1,Rolling Mill #1,normal,2.072,66.378,42.878,4.531
2024-01-01 00:13:45,RM1,Rolling Mill #1,normal,2.618,64.58,42.655,4.764
2024-01-01 00:13:50,RM1,Rolling Mill #1,normal,2.472,64.392,44.089,4.391
2024-01-01 00:13:55,RM1,Rolling Mill #1,normal,2.894,71.458,42.661,5.051
2024-01-01 00:14:00,RM1,Rolling Mill #1,normal,1.932,71.738,37.879,4.307
2024-01-01 00:14:05,RM1,Rolling Mill #1,normal,2.15,68.684,41.704,4.578
2024-01-01 00:14:10,RM1,Rolling Mill #1,normal,2.186,68.649,42.296,4.526
2024-01-01 00:14:15,RM1,Rolling Mill #1,normal,2.098,64.485,39.337,4.586
2024-01-01 00:14:20,RM1,Rolling Mill #1,normal,2.88,76.289,40.121,4.91
2024-01-01 00:14:25,RM1,Rolling Mill #1,normal,2.61,65.933,39.498,4.863
2024-01-01 00:14:30,RM1,Rolling Mill #1,normal,2.079,74.174,43.331,5.233
2024-01-01 00:14:35,RM1,Rolling Mill #1,normal,2.499,64.101,40.528,4.813
2024-01-01 00:14:40,RM1,Rolling Mill #1,normal,2.154,80.041,43.508,4.579
2024-01-01 00:14:45,RM1,Rolling Mill #1,normal,2.219,67.043,42.957,5.182
2024-01-01 00:14:50,RM1,Rolling Mill #1,normal,1.844,75.407,41.816,5.149
2024-01-01 00:14:55,RM1,Rolling Mill #1,normal,2.941,70.915,37.623,4.636
2024-01-01 00:15:00,RM1,Rolling Mill #1,normal,2.693,70.922,38.452,4.92
2024-01-01 00:15:05,RM1,Rolling Mill #1,normal,2.768,70.086,45.071,4.225
2024-01-01 00:15:10,RM1,Rolling Mill #1,normal,2.427,70.824,39.215,5.093
2024-01-01 00:15:15,RM1,Rolling Mill #1,normal,2.382,78.054,44.272,4.703
2024-01-01 00:15:20,RM1,Rolling Mill #1,normal,1.779,66.005,40.726,4.443
2024-01-01 00:15:25,RM1,Rolling Mill #1,normal,1.868,74.135,40.371,4.311
2024-01-01 00:15:30,RM1,Rolling Mill #1,normal,2.553,73.393,39.309,4.756
2024-01-01 00:15:35,RM1,Rolling Mill #1,normal,1.687,72.4,46.154,4.912
2024-01-01 00:15:40,RM1,Rolling Mill #1,normal,1.734,69.72,38.728,5.04
2024-01-01 00:15:45,RM1,Rolling Mill #1,normal,2.528,68.033,44.428,4.661
2024-01-01 00:15:50,RM1,Rolling Mill #1,normal,2.035,66.903,43.883,4.57
2024-01-01 00:15:55,RM1,Rolling Mill #1,normal,2.247,76.69,38.435,4.433
2024-01-01 00:16:00,RM1,Rolling Mill #1,normal,1.897,66.015,43.861,4.305
2024-01-01 00:16:05,RM1,Rolling Mill #1,normal,2.576,63.673,43.07,4.61
2024-01-01 00:16:10,RM1,Rolling Mill #1,normal,2.159,77.966,40.641,4.766
2024-01-01 00:16:15,RM1,Rolling Mill #1,normal,2.3,73.261,43.828,4.33
2024-01-01 00:16:20,RM1,Rolling Mill #1,normal,2.986,76.744,44.92,4.569
2024-01-01 00:16:25,RM1,Rolling Mill #1,normal,2.592,69.992,44.23,4.394
2024-01-01 00:16:30,RM1,Rolling Mill #1,normal,2.624,66.657,42.515,4.24
2024-01-01 00:16:35,RM1,Rolling Mill #1,normal,1.781,68.483,44.924,4.796
2024-01-01 00:16:40,RM1,Rolling Mill #1,normal,2.205,73.467,39.969,5.058
2024-01-01 00:16:45,RM1,Rolling Mill #1,normal,2.386,66.724,42.437,4.339
2024-01-01 00:16:50,RM1,Rolling Mill #1,normal,1.796,78.667,45.455,4.619
2024-01-01 00:16:55,RM1,Rolling Mill #1,normal,1.521,72.033,43.175,4.512
2024-01-01 00:17:00,RM1,Rolling Mill #1,normal,2.649,74.389,46.314,4.294
2024-01-01 00:17:05,RM1,Rolling Mill #1,normal,2.999,68.45,43.458,4.377
2024-01-01 00:17:10,RM1,Rolling Mill #1,normal,1.845,74.182,44.157,4.259
2024-01-01 00:17:15,RM1,Rolling Mill #1,normal,1.996,69.891,43.731,4.488
2024-01-01 00:17:20,RM1,Rolling Mill #1,normal,1.758,75.231,44.22,4.694
2024-01-01 00:17:25,RM1,Rolling Mill #1,normal,2.275,65.496,43.678,4.931
2024-01-01 00:17:30,RM1,Rolling Mill #1,normal,1.535,67.125,40.247,4.904
2024-01-01 00:17:35,RM1,Rolling Mill #1,normal,2.943,75.432,42.709,4.494
2024-01-01 00:17:40,RM1,Rolling Mill #1,normal,2.19,75.867,45.277,5.179
2024-01-01 00:17:45,RM1,Rolling Mill #1,normal,2.217,74.816,44.224,4.329
2024-01-01 00:17:50,RM1,Rolling Mill #1,normal,2.3,67.067,39.271,4.701
2024-01-01 00:17:55,RM1,Rolling Mill #1,normal,2.935,74.366,39.708,4.694
2024-01-01 00:18:00,RM1,Rolling Mill #1,normal,2.278,78.218,41.26,4.288
2024-01-01 00:18:05,RM1,Rolling Mill #1,normal,2.624,72.927,45.08,4.593
2024-01-01 00:18:10,RM1,Rolling Mill #1,normal,1.752,67.555,41.251,4.44
2024-01-01 00:18:15,RM1,Rolling Mill #1,normal,1.891,68.439,38.375,4.913
2024-01-01 00:18:20,RM1,Rolling Mill #1,normal,2.263,69.154,43.741,5.031
2024-01-01 00:18:25,RM1,Rolling Mill #1,normal,1.698,75.94,37.597,4.387
2024-01-01 00:18:30,RM1,Rolling Mill #1,normal,2.786,74.837,40.831,4.718
2024-01-01 00:18:35,RM1,Rolling Mill #1,normal,2.573,71.723,44.679,4.938
2024-01-01 00:18:40,RM1,Rolling Mill #1,normal,2.153,65.167,43.016,4.364
2024-01-01 00:18:45,RM1,Rolling Mill #1,normal,2.604,71.08,42.289,4.804
2024-01-01 00:18:50,RM1,Rolling Mill #1,normal,2.355,78.578,45.589,4.331
2024-01-01 00:18:55,RM1,Rolling Mill #1,normal,2.526,68.123,41.476,4.411
2024-01-01 00:19:00,RM1,Rolling Mill #1,normal,2.345,69.708,40.098,4.237
2024-01-01 00:19:05,RM1,Rolling Mill #1,normal,2.715,73.88,40.963,4.821
2024-01-01 00:19:10,RM1,Rolling Mill #1,normal,2.082,67.851,37.645,5.058
2024-01-01 00:19:15,RM1,Rolling Mill #1,normal,2.381,72.356,38.594,5.145
2024-01-01 00:19:20,RM1,Rolling Mill #1,normal,1.768,72.877,39.284,4.474
2024-01-01 00:19:25,RM1,Rolling Mill #1,normal,1.545,68.101,40.521,4.583
2024-01-01 00:19:30,RM1,Rolling Mill #1,normal,2.593,73.247,40.625,4.535
2024-01-01 00:19:35,RM1,Rolling Mill #1,normal,1.815,74.958,42.423,4.657
2024-01-01 00:19:40,RM1,Rolling Mill #1,normal,1.62,73.111,43.622,4.651
2024-01-01 00:19:45,RM1,Rolling Mill #1,normal,2.602,74.928,40.675,4.653
2024-01-01 00:19:50,RM1,Rolling Mill #1,normal,1.959,72.899,38.542,4.981
2024-01-01 00:19:55,RM1,Rolling Mill #1,normal,2.831,71.451,42.334,4.904
2024-01-01 00:20:00,RM1,Rolling Mill #1,normal,2.214,73.386,42.353,4.728
2024-01-01 00:20:05,RM1,Rolling Mill #1,normal,1.873,70.8,43.447,4.806
2024-01-01 00:20:10,RM1,Rolling Mill #1,normal,2.657,75.151,40.664,4.226
2024-01-01 00:20:15,RM1,Rolling Mill #1,normal,2.634,74.048,41.525,4.555
2024-01-01 00:20:20,RM1,Rolling Mill #1,normal,2.828,71.129,45.644,4.715
2024-01-01 00:20:25,RM1,Rolling Mill #1,normal,2.152,66.873,37.637,5.115
2024-01-01 00:20:30,RM1,Rolling Mill #1,normal,2.527,70.65,40.699,4.741
2024-01-01 00:20:35,RM1,Rolling Mill #1,normal,2.112,75.306,45.309,4.957
2024-01-01 00:20:40,RM1,Rolling Mill #1,normal,2.224,66.151,41.307,4.497
2024-01-01 00:20:45,RM1,Rolling Mill #1,normal,1.799,69.714,45.243,4.468
2024-01-01 00:20:50,RM1,Rolling Mill #1,normal,2.015,67.955,45.814,4.607
2024-01-01 00:20:55,RM1,Rolling Mill #1,normal,2.504,71.894,38.102,4.778
2024-01-01 00:21:00,RM1,Rolling Mill #1,normal,1.539,72.309,42.708,4.598
2024-01-01 00:21:05,RM1,Rolling Mill #1,normal,1.573,74.561,43.88,5.162
2024-01-01 00:21:10,RM1,Rolling Mill #1,normal,1.615,78.666,42.893,4.48
2024-01-01 00:21:15,RM1,Rolling Mill #1,normal,2.431,74.04,38.92,4.552
2024-01-01 00:21:20,RM1,Rolling Mill #1,normal,2.095,68.162,39.944,4.43
2024-01-01 00:21:25,RM1,Rolling Mill #1,normal,2.212,65.129,40.5,4.658
2024-01-01 00:21:30,RM1,Rolling Mill #1,normal,2.005,71.444,39.467,4.817
2024-01-01 00:21:35,RM1,Rolling Mill #1,normal,1.536,71.111,39.585,4.842
2024-01-01 00:21:40,RM1,Rolling Mill #1,normal,2.33,77.379,42.278,4.591
2024-01-01 00:21:45,RM1,Rolling Mill #1,normal,2.02,69.749,44.443,4.577
2024-01-01 00:21:50,RM1,Rolling Mill #1,normal,2.514,63.933,43.416,5.028
2024-01-01 00:21:55,RM1,Rolling Mill #1,normal,2.139,71.625,44.944,4.55
2024-01-01 00:22:00,RM1,Rolling Mill #1,normal,2.454,69.135,41.675,4.507
2024-01-01 00:22:05,RM1,Rolling Mill #1,normal,2.915,67.003,41.592,4.522
2024-01-01 00:22:10,RM1,Rolling Mill #1,normal,2.814,69.91,44.466,4.614
2024-01-01 00:22:15,RM1,Rolling Mill #1,normal,2.738,66.691,39.776,4.319
2024-01-01 00:22:20,RM1,Rolling Mill #1,normal,2.305,67.675,40.81,4.581
2024-01-01 00:22:25,RM1,Rolling Mill #1,normal,1.653,68.895,44.717,4.437
2024-01-01 00:22:30,RM1,Rolling Mill #1,normal,2.894,76.769,44.776,4.339
2024-01-01 00:22:35,RM1,Rolling Mill #1,normal,2.569,75.387,42.082,4.814
2024-01-01 00:22:40,RM1,Rolling Mill #1,normal,2.097,78.14,46.263,4.496
2024-01-01 00:22:45,RM1,Rolling Mill #1,normal,2.763,77.563,41.386,4.536
2024-01-01 00:22:50,RM1,Rolling Mill #1,normal,1.915,73.592,39.182,4.914
2024-01-01 00:22:55,RM1,Rolling Mill #1,normal,2.391,71.33,41.746,4.199
2024-01-01 00:23:00,RM1,Rolling Mill #1,normal,2.256,74.767,37.751,4.446
2024-01-01 00:23:05,RM1,Rolling Mill #1,normal,2.473,74.22,45.591,4.246
2024-01-01 00:23:10,RM1,Rolling Mill #1,normal,2.616,73.347,38.279,4.469
2024-01-01 00:23:15,RM1,Rolling Mill #1,normal,2.124,72.454,44.881,4.65
2024-01-01 00:23:20,RM1,Rolling Mill #1,normal,2.688,72.183,38.844,4.442
2024-01-01 00:23:25,RM1,Rolling Mill #1,normal,2.513,73.117,43.2,4.234
2024-01-01 00:23:30,RM1,Rolling Mill #1,normal,1.935,73.576,46.025,4.791
2024-01-01 00:23:35,RM1,Rolling Mill #1,normal,2.082,71.036,38.122,4.842
2024-01-01 00:23:40,RM1,Rolling Mill #1,normal,2.631,76.965,42.569,4.272
2024-01-01 00:23:45,RM1,Rolling Mill #1,normal,2.119,69.042,44.413,4.197
2024-01-01 00:23:50,RM1,Rolling Mill #1,normal,2.674,66.04,41.785,4.228
2024-01-01 00:23:55,RM1,Rolling Mill #1,normal,2.426,76.501,43.968,4.186
2024-01-01 00:24:00,RM1,Rolling Mill #1,normal,2.153,75.385,44.393,4.354
2024-01-01 00:24:05,RM1,Rolling Mill #1,normal,2.714,70.426,39.192,4.828
2024-01-01 00:24:10,RM1,Rolling Mill #1,normal,2.178,76.976,38.107,5.019
2024-01-01 00:24:15,RM1,Rolling Mill #1,normal,2.15,69.031,42.861,4.732
2024-01-01 00:24:20,RM1,Rolling Mill #1,normal,1.902,71.931,44.877,4.216
2024-01-01 00:24:25,RM1,Rolling Mill #1,normal,2.749,74.777,45.591,4.699
2024-01-01 00:24:30,RM1,Rolling Mill #1,normal,2.809,72.848,42.0,4.443
2024-01-01 00:24:35,RM1,Rolling Mill #1,normal,2.421,76.992,45.317,4.373
2024-01-01 00:24:40,RM1,Rolling Mill #1,normal,2.057,65.114,40.965,4.922
2024-01-01 00:24:45,RM1,Rolling Mill #1,normal,1.635,74.41,42.665,4.487
2024-01-01 00:24:50,RM1,Rolling Mill #1,normal,2.706,74.119,41.516,4.79
2024-01-01 00:24:55,RM1,Rolling Mill #1,normal,1.547,72.237,41.719,4.815
2024-01-01 00:25:00,RM1,Rolling Mill #1,normal,1.578,75.479,39.866,4.727
2024-01-01 00:25:05,RM1,Rolling Mill #1,normal,2.83,76.69,42.396,4.135
